customer_id,week,true_archetype,effective_archetype,week_ite,drifted
C00051,7,sure_thing,sure_thing,0.0434,0
C00051,8,sure_thing,sure_thing,0.0385,0
C00052,1,hunter,hunter,0.4594,0
C00052,2,hunter,hunter,0.4395,0
C00052,3,hunter,hunter,0.4536,0
C00052,4,hunter,hunter,0.5022,0
C00052,5,hunter,hunter,0.495,0
C00052,6,hunter,hunter,0.5232,0
C00052,7,hunter,hunter,0.5336,0
C00052,8,hunter,hunter,0.5362,0
C00053,1,accidental_saver,accidental_saver,0.2118,0
C00053,2,accidental_saver,accidental_saver,0.2191,0
C00053,3,accidental_saver,accidental_saver,0.2102,0
C00053,4,accidental_saver,accidental_saver,0.1998,0
C00053,5,accidental_saver,accidental_saver,0.1659,0
C00053,6,accidental_saver,accidental_saver,0.1949,0
C00053,7,accidental_saver,accidental_saver,0.2098,0
C00053,8,accidental_saver,accidental_saver,0.2017,0
C00054,1,accidental_saver,accidental_saver,0.1438,0
C00054,2,accidental_saver,accidental_saver,0.1643,0
C00054,3,accidental_saver,accidental_saver,0.15,0
C00054,4,accidental_saver,accidental_saver,0.1493,0
C00054,5,accidental_saver,accidental_saver,0.1549,0
C00054,6,accidental_saver,accidental_saver,0.1754,0
C00054,7,accidental_saver,accidental_saver,0.1791,0
C00054,8,accidental_saver,accidental_saver,0.1631,0
C00055,1,hunter,hunter,0.5049,0
C00055,2,hunter,hunter,0.5068,0
C00055,3,hunter,hunter,0.4771,0
C00055,4,hunter,hunter,0.5083,0
C00055,5,hunter,hunter,0.5065,0
C00055,6,hunter,hunter,0.5162,0
C00055,7,hunter,hunter,0.5591,0
C00055,8,hunter,hunter,0.5899,0
C00056,1,accidental_saver,accidental_saver,0.3165,0
C00056,2,accidental_saver,accidental_saver,0.3232,0
C00056,3,accidental_saver,accidental_saver,0.314,0
C00056,4,accidental_saver,accidental_saver,0.3163,0
C00056,5,accidental_saver,accidental_saver,0.3022,0
C00056,6,accidental_saver,accidental_saver,0.3088,0
C00056,7,accidental_saver,accidental_saver,0.3318,0
C00056,8,accidental_saver,accidental_saver,0.3124,0
C00057,1,accidental_saver,accidental_saver,0.1235,0
C00057,2,accidental_saver,accidental_saver,0.1099,0
C00057,3,accidental_saver,accidental_saver,0.1249,0
C00057,4,accidental_saver,accidental_saver,0.1201,0
C00057,5,accidental_saver,accidental_saver,0.1285,0
C00057,6,accidental_saver,accidental_saver,0.1316,0
C00057,7,accidental_saver,accidental_saver,0.116,0
C00057,8,accidental_saver,accidental_saver,0.1195,0
C00058,1,sure_thing,sure_thing,0.0273,0
C00058,2,sure_thing,sure_thing,0.0278,0
C00058,3,sure_thing,sure_thing,0.0087,0
C00058,4,sure_thing,sure_thing,0.0147,0
C00058,5,sure_thing,sure_thing,0.0079,0
C00058,6,sure_thing,sure_thing,0.0209,0
C00058,7,sure_thing,sure_thing,0.0055,0
C00058,8,sure_thing,sure_thing,0.0036,0
C00059,1,sure_thing,sure_thing,0.0308,0
C00059,2,sure_thing,sure_thing,0.041,0
C00059,3,sure_thing,sure_thing,0.0318,0
C00059,4,sure_thing,sure_thing,0.027,0
C00059,5,sure_thing,sure_thing,0.0332,0
C00059,6,sure_thing,sure_thing,0.0367,0
C00059,7,sure_thing,sure_thing,0.0365,0
C00059,8,sure_thing,sure_thing,0.037,0
C00060,1,accidental_saver,accidental_saver,0.2226,0
C00060,2,accidental_saver,accidental_saver,0.2339,0
C00060,3,accidental_saver,accidental_saver,0.2405,0
C00060,4,accidental_saver,accidental_saver,0.2237,0
C00060,5,accidental_saver,accidental_saver,0.2424,0
C00060,6,accidental_saver,accidental_saver,0.2391,0
C00060,7,accidental_saver,accidental_saver,0.246,0
C00060,8,accidental_saver,accidental_saver,0.2418,0
C00061,1,accidental_saver,accidental_saver,0.2826,0
C00061,2,accidental_saver,accidental_saver,0.2664,0
C00061,3,accidental_saver,accidental_saver,0.2859,0
C00061,4,accidental_saver,accidental_saver,0.2549,0
C00061,5,accidental_saver,accidental_saver,0.2808,0
C00061,6,accidental_saver,accidental_saver,0.2663,0
C00061,7,accidental_saver,accidental_saver,0.2657,0
C00061,8,accidental_saver,accidental_saver,0.2797,0
C00062,1,accidental_saver,accidental_saver,0.0543,0
C00062,2,accidental_saver,accidental_saver,0.0386,0
C00062,3,accidental_saver,accidental_saver,0.0399,0
C00062,4,accidental_saver,accidental_saver,0.0432,0
C00062,5,accidental_saver,accidental_saver,0.044,0
C00062,6,accidental_saver,accidental_saver,0.0388,0
C00062,7,accidental_saver,accidental_saver,0.0464,0
C00062,8,accidental_saver,accidental_saver,0.0447,0
C00063,1,hunter,hunter,0.5114,0
C00063,2,hunter,hunter,0.5037,0
C00063,3,hunter,hunter,0.475,0
C00063,4,hunter,hunter,0.4837,0
C00063,5,hunter,hunter,0.5169,0
C00063,6,hunter,hunter,0.5319,0
C00063,7,hunter,hunter,0.5713,0
C00063,8,hunter,hunter,0.5332,0
C00064,1,accidental_saver,accidental_saver,0.2128,0
C00064,2,accidental_saver,accidental_saver,0.227,0
C00064,3,accidental_saver,accidental_saver,0.2329,0
C00064,4,accidental_saver,accidental_saver,0.2416,0
C00064,5,accidental_saver,accidental_saver,0.2331,0
C00064,6,accidental_saver,accidental_saver,0.2337,0
C00064,7,accidental_saver,accidental_saver,0.2417,0
C00064,8,accidental_saver,accidental_saver,0.2286,0
C00065,1,accidental_saver,accidental_saver,0.0303,0
C00065,2,accidental_saver,accidental_saver,0.0474,0
C00065,3,accidental_saver,accidental_saver,0.0328,0
C00065,4,accidental_saver,accidental_saver,0.0326,0
C00065,5,accidental_saver,accidental_saver,0.0528,0
C00065,6,accidental_saver,accidental_saver,0.0299,0
C00065,7,accidental_saver,accidental_saver,0.0642,0
C00065,8,accidental_saver,accidental_saver,0.0336,0
C00066,1,accidental_saver,accidental_saver,0.1629,0
C00066,2,accidental_saver,accidental_saver,0.1947,0
C00066,3,accidental_saver,accidental_saver,0.2016,0
C00066,4,accidental_saver,accidental_saver,0.2095,0
C00066,5,accidental_saver,accidental_saver,0.2028,0
C00066,6,accidental_saver,accidental_saver,0.1944,0
C00066,7,accidental_saver,accidental_saver,0.2232,0
C00066,8,accidental_saver,accidental_saver,0.2132,0
C00067,1,sure_thing,sure_thing,0.0256,0
C00067,2,sure_thing,sure_thing,0.0347,0
C00067,3,sure_thing,sure_thing,0.018,0
C00067,4,sure_thing,sure_thing,0.0201,0
C00067,5,sure_thing,sure_thing,0.0358,0
C00067,6,sure_thing,sure_thing,0.0196,0
C00067,7,sure_thing,sure_thing,0.0178,0
C00067,8,sure_thing,sure_thing,0.0309,0
C00068,1,sure_thing,sure_thing,0.0194,0
C00068,2,sure_thing,sure_thing,0.0145,0
C00068,3,sure_thing,sure_thing,0.0294,0
C00068,4,sure_thing,sure_thing,0.0088,0
C00068,5,sure_thing,sure_thing,0.034,0
C00068,6,sure_thing,sure_thing,0.0305,0
C00068,7,sure_thing,sure_thing,0.0187,0
C00068,8,sure_thing,sure_thing,0.0207,0
C00069,1,accidental_saver,accidental_saver,0.0556,0
C00069,2,accidental_saver,accidental_saver,0.0697,0
C00069,3,accidental_saver,accidental_saver,0.0605,0
C00069,4,accidental_saver,accidental_saver,0.0526,0
C00069,5,accidental_saver,accidental_saver,0.059,0
C00069,6,accidental_saver,accidental_saver,0.0452,0
C00069,7,accidental_saver,accidental_saver,0.056,0
C00069,8,accidental_saver,accidental_saver,0.0324,0
C00070,1,sure_thing,sure_thing,0.0197,0
C00070,2,sure_thing,sure_thing,0.042,0
C00070,3,sure_thing,sure_thing,0.0293,0
C00070,4,sure_thing,sure_thing,0.0286,0
C00070,5,sure_thing,sure_thing,0.0414,0
C00070,6,sure_thing,sure_thing,0.0296,0
C00070,7,sure_thing,sure_thing,0.0332,0
C00070,8,sure_thing,sure_thing,0.012,0
C00071,1,sure_thing,sure_thing,0.0573,0
