customer_id,cluster_id,segment_name,provisional_label,silhouette_score,ground_truth_archetype,anomaly_flag
C00082,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.43618700878617966,hunter,1
C00083,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.23387621450195567,sure_thing,0
C00084,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.5145757614079938,sure_thing,0
C00085,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.5811429302843849,sure_thing,0
C00086,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.37631372753778947,accidental_saver,1
C00087,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.2171977310591147,accidental_saver,1
C00088,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.604256495143629,sure_thing,0
C00089,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.10249944452882147,accidental_saver,1
C00090,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.520751580552215,sure_thing,0
C00091,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.32654899918765823,accidental_saver,1
C00092,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.16850453075652838,accidental_saver,1
C00093,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.5625227918734675,sure_thing,0
C00094,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.4038406274626367,sure_thing,0
C00095,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.45653335759815367,accidental_saver,1
C00096,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.23179678962374742,sure_thing,0
C00097,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.21499107957620398,sure_thing,0
C00098,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.400461796999367,sure_thing,0
C00099,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.23076224867792405,hunter,1
C00100,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.4267350458490494,hunter,1
C00101,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.3508037647523357,accidental_saver,1
C00102,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.6146766969174395,sure_thing,0
C00103,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.5097558615447975,hunter,1
C00104,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.46645265179704665,hunter,1
C00105,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.27430846233669165,accidental_saver,1
C00106,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.25309236706762334,accidental_saver,1
C00107,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.5999532073284282,sure_thing,0
C00108,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.38273051924738627,sure_thing,0
C00109,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.4697288692267257,hunter,1
C00110,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.47254659791036263,accidental_saver,1
C00111,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.3468672069323558,sure_thing,0
C00112,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.5781193849557413,sure_thing,0
C00113,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.47122005231241243,accidental_saver,1
C00114,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.35003904404015307,sure_thing,0
C00115,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.3768296670120239,hunter,1
C00116,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.4615532907242234,hunter,1
C00117,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.3739220918842683,accidental_saver,1
C00118,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.43093801483266625,accidental_saver,1
C00119,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.23858989429254646,accidental_saver,1
C00120,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.07241299483107452,accidental_saver,1
C00121,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.11699262614627519,accidental_saver,1
